Product,Value,Location,Time
Orange,7,Melbourne,Morning
Soap,26,Canberra,Morning
Carrot,13,Canberra,Morning
Banana,30,Perth,Afternoon
Fish,15,Brisbane,Afternoon
Fish,57,Brisbane,Afternoon
Tomato,94,Brisbane,Morning
Tomato,84,Canberra,Morning
Orange,16,Brisbane,Afternoon
Soap,38,Canberra,Morning
Chicken,96,Melbourne,Afternoon
Chicken,7,Canberra,Afternoon
Pie,30,Perth,Afternoon
Tomato,42,Brisbane,Morning
Cookie,53,Canberra,Morning
Banana,16,Melbourne,Morning
Tomato,75,Canberra,Morning
Fish,19,Canberra,Afternoon
Fish,82,Melbourne,Morning
Pie,75,Brisbane,Afternoon
Soap,99,Sydney,Afternoon
Shampoo,67,Sydney,Morning
Banana,19,Sydney,Afternoon
Chicken,10,Sydney,Afternoon
Banana,78,Brisbane,Afternoon
Shampoo,86,Sydney,Morning
Soap,28,Sydney,Afternoon
Fish,28,Canberra,Afternoon
Fish,44,Melbourne,Afternoon
Orange,16,Brisbane,Afternoon
Cookie,62,Perth,Morning
Banana,83,Melbourne,Morning
Pie,23,Melbourne,Afternoon
Tomato,62,Melbourne,Morning
Orange,83,Melbourne,Afternoon
Tomato,34,Melbourne,Afternoon
Carrot,30,Sydney,Afternoon
Pie,83,Sydney,Afternoon
Pie,100,Brisbane,Afternoon
Cookie,36,Sydney,Morning
Fish,43,Sydney,Afternoon
Cookie,66,Melbourne,Afternoon
Shampoo,68,Sydney,Morning
Orange,80,Sydney,Afternoon
Orange,21,Canberra,Morning
Fish,19,Canberra,Afternoon
Orange,51,Canberra,Morning
Tomato,39,Canberra,Morning
Shampoo,41,Melbourne,Afternoon
Chicken,72,Melbourne,Morning
Fish,32,Sydney,Morning
Pie,37,Canberra,Afternoon
Banana,48,Brisbane,Afternoon
Tomato,50,Canberra,Afternoon
Cookie,44,Melbourne,Afternoon
Carrot,97,Melbourne,Morning
Cookie,43,Sydney,Afternoon
Chicken,8,Canberra,Morning
Tomato,55,Melbourne,Afternoon
Soap,84,Sydney,Afternoon
Soap,36,Perth,Afternoon
Shampoo,42,Perth,Afternoon
Soap,39,Brisbane,Morning
Pie,18,Canberra,Morning
Chicken,86,Sydney,Afternoon
Cookie,77,Sydney,Afternoon
Banana,96,Sydney,Afternoon
Pie,39,Sydney,Afternoon
Banana,11,Canberra,Afternoon
Cookie,31,Perth,Afternoon
Orange,15,Melbourne,Afternoon
Banana,12,Brisbane,Morning
Carrot,89,Perth,Afternoon
Orange,32,Brisbane,Afternoon
Banana,76,Perth,Morning
Soap,89,Canberra,Afternoon
Shampoo,49,Sydney,Afternoon
Orange,50,Perth,Morning
Chicken,6,Sydney,Morning
Carrot,10,Brisbane,Morning
Cookie,71,Perth,Morning
Soap,36,Perth,Morning
Fish,52,Melbourne,Afternoon
Carrot,19,Canberra,Afternoon
Shampoo,87,Canberra,Afternoon
Fish,28,Sydney,Afternoon
Pie,36,Perth,Afternoon
Tomato,69,Sydney,Afternoon
Cookie,48,Canberra,Afternoon
Soap,52,Brisbane,Afternoon
Carrot,77,Perth,Morning
Orange,54,Melbourne,Afternoon
Orange,84,Canberra,Morning
Pie,84,Sydney,Afternoon
Cookie,61,Canberra,Morning
Cookie,56,Canberra,Afternoon
Shampoo,96,Perth,Afternoon
Cookie,37,Canberra,Morning
Tomato,53,Melbourne,Afternoon
Carrot,78,Brisbane,Afternoon
Banana,11,Sydney,Morning
Cookie,57,Sydney,Afternoon
Tomato,7,Brisbane,Afternoon
Orange,41,Canberra,Morning
Shampoo,76,Perth,Morning
Soap,7,Canberra,Afternoon
Cookie,19,Canberra,Afternoon
Banana,48,Brisbane,Afternoon
Chicken,65,Brisbane,Morning
Orange,44,Sydney,Afternoon
Banana,50,Perth,Morning
Banana,54,Canberra,Afternoon
Cookie,64,Brisbane,Afternoon
Fish,25,Brisbane,Afternoon
Fish,68,Sydney,Afternoon
Orange,42,Melbourne,Morning
Fish,57,Sydney,Afternoon
Fish,29,Melbourne,Morning
Soap,6,Brisbane,Morning
Banana,92,Sydney,Morning
Tomato,19,Brisbane,Afternoon
Soap,48,Perth,Afternoon
Shampoo,17,Canberra,Morning
Shampoo,50,Sydney,Afternoon
Shampoo,61,Canberra,Morning
Banana,96,Melbourne,Afternoon
Orange,21,Canberra,Morning
Carrot,71,Brisbane,Afternoon
Shampoo,73,Sydney,Morning
Tomato,56,Canberra,Afternoon
Shampoo,64,Perth,Afternoon
Chicken,24,Brisbane,Morning
Banana,74,Perth,Morning
Chicken,28,Brisbane,Afternoon
Soap,16,Canberra,Morning
Tomato,61,Perth,Morning
Cookie,37,Perth,Morning
Carrot,87,Brisbane,Afternoon
Fish,39,Melbourne,Morning
Shampoo,13,Brisbane,Afternoon
Fish,58,Brisbane,Afternoon
Orange,48,Sydney,Afternoon
Cookie,45,Canberra,Morning
Cookie,29,Perth,Morning
Pie,23,Canberra,Afternoon
Cookie,30,Canberra,Morning
Banana,45,Perth,Morning
Soap,74,Perth,Morning
Chicken,47,Brisbane,Morning
Banana,12,Canberra,Morning
Pie,34,Sydney,Afternoon
Fish,77,Melbourne,Morning
Orange,58,Canberra,Morning
Soap,24,Perth,Afternoon
Banana,50,Perth,Afternoon
Fish,43,Brisbane,Afternoon
Carrot,40,Melbourne,Afternoon
Carrot,57,Perth,Morning
Cookie,26,Brisbane,Afternoon
Fish,72,Perth,Morning
Cookie,26,Sydney,Afternoon
Carrot,5,Canberra,Morning
Orange,90,Brisbane,Morning
Chicken,41,Melbourne,Morning
Chicken,95,Canberra,Morning
Tomato,21,Brisbane,Afternoon
Pie,53,Brisbane,Afternoon
Banana,62,Canberra,Afternoon
Banana,62,Perth,Afternoon
Chicken,68,Canberra,Afternoon
Cookie,43,Sydney,Morning
Banana,100,Sydney,Morning
Pie,90,Melbourne,Morning
Pie,46,Melbourne,Morning
Chicken,49,Melbourne,Afternoon
Chicken,58,Perth,Afternoon
Soap,99,Melbourne,Morning
Tomato,43,Canberra,Morning
Shampoo,100,Brisbane,Morning
Soap,92,Perth,Morning
Shampoo,85,Perth,Afternoon
Carrot,74,Canberra,Afternoon
Soap,83,Perth,Morning
Carrot,87,Perth,Afternoon
Cookie,34,Canberra,Afternoon
Cookie,91,Sydney,Afternoon
Tomato,71,Brisbane,Morning
Shampoo,86,Canberra,Afternoon
Cookie,91,Melbourne,Morning
Chicken,58,Sydney,Afternoon
Banana,24,Sydney,Morning
Soap,19,Melbourne,Afternoon
Soap,38,Perth,Morning
Orange,76,Brisbane,Afternoon
Tomato,34,Sydney,Morning
Fish,64,Sydney,Afternoon
Shampoo,20,Sydney,Morning
Tomato,32,Canberra,Morning
Cookie,43,Sydney,Morning
Carrot,33,Melbourne,Morning
Carrot,50,Brisbane,Afternoon
Cookie,69,Perth,Morning
Banana,60,Sydney,Afternoon
Chicken,86,Canberra,Morning
Chicken,92,Sydney,Afternoon
Shampoo,35,Perth,Morning
Banana,15,Brisbane,Afternoon
Soap,95,Sydney,Afternoon
Tomato,5,Sydney,Afternoon
Chicken,57,Sydney,Morning
Tomato,14,Canberra,Morning
Fish,86,Brisbane,Morning
Chicken,98,Melbourne,Afternoon
Cookie,66,Melbourne,Afternoon
Fish,81,Canberra,Afternoon
Chicken,61,Sydney,Afternoon
Fish,60,Brisbane,Morning
Cookie,12,Perth,Morning
Soap,91,Brisbane,Afternoon
Shampoo,40,Canberra,Afternoon
Tomato,71,Canberra,Afternoon
Soap,75,Canberra,Morning
Carrot,100,Perth,Afternoon
Pie,93,Perth,Morning
Pie,56,Sydney,Afternoon
Banana,48,Canberra,Afternoon
Cookie,13,Sydney,Afternoon
Fish,39,Canberra,Afternoon
Fish,81,Brisbane,Afternoon
Tomato,46,Brisbane,Afternoon
Carrot,44,Brisbane,Morning
Fish,12,Sydney,Afternoon
Chicken,25,Melbourne,Afternoon
Soap,9,Brisbane,Morning
Tomato,57,Brisbane,Morning
Soap,100,Sydney,Morning
Cookie,26,Perth,Morning
Fish,91,Perth,Afternoon
Soap,72,Melbourne,Afternoon
Chicken,43,Brisbane,Afternoon
Carrot,6,Perth,Morning
Tomato,97,Brisbane,Afternoon
Tomato,80,Canberra,Afternoon
Orange,10,Sydney,Morning
Shampoo,64,Canberra,Morning
Shampoo,25,Sydney,Afternoon
Banana,64,Melbourne,Morning
Orange,14,Brisbane,Afternoon
Soap,45,Canberra,Afternoon
Fish,26,Brisbane,Afternoon
Carrot,8,Brisbane,Afternoon
Carrot,11,Sydney,Morning
Banana,76,Melbourne,Afternoon
Orange,26,Brisbane,Morning
Cookie,35,Melbourne,Morning
Carrot,95,Canberra,Morning
Pie,37,Perth,Afternoon
Chicken,84,Canberra,Morning
Tomato,75,Brisbane,Morning
Fish,62,Sydney,Afternoon
Banana,55,Perth,Morning
Soap,26,Brisbane,Morning
Cookie,30,Perth,Morning
Shampoo,57,Perth,Morning
Tomato,94,Sydney,Morning
Orange,56,Perth,Morning
Banana,24,Brisbane,Morning
Soap,43,Canberra,Afternoon
Pie,40,Canberra,Morning
Fish,42,Perth,Morning
Cookie,22,Melbourne,Afternoon
Pie,84,Perth,Morning
Carrot,12,Canberra,Afternoon
Tomato,67,Perth,Afternoon
Carrot,8,Perth,Afternoon
Shampoo,59,Brisbane,Morning
Chicken,25,Perth,Morning
Pie,89,Sydney,Afternoon
Carrot,81,Canberra,Morning
Cookie,62,Brisbane,Morning
Shampoo,96,Canberra,Afternoon
Orange,41,Brisbane,Morning
Shampoo,14,Melbourne,Afternoon
Pie,85,Canberra,Afternoon
Pie,83,Brisbane,Morning
Tomato,40,Canberra,Morning
Shampoo,99,Canberra,Morning
Tomato,63,Canberra,Afternoon
Carrot,30,Melbourne,Morning
Cookie,53,Melbourne,Afternoon
Banana,11,Brisbane,Afternoon
Carrot,9,Perth,Afternoon
Pie,41,Canberra,Afternoon
Pie,52,Melbourne,Morning
Chicken,30,Sydney,Morning
Shampoo,85,Brisbane,Morning
Tomato,76,Brisbane,Morning
Banana,27,Sydney,Morning
Soap,32,Brisbane,Morning
Orange,72,Brisbane,Afternoon
Tomato,42,Melbourne,Morning
Chicken,15,Brisbane,Afternoon
Soap,9,Sydney,Afternoon
Soap,25,Sydney,Afternoon
Fish,86,Melbourne,Afternoon
Carrot,62,Perth,Afternoon
Fish,41,Melbourne,Afternoon
Fish,50,Sydney,Morning
Orange,12,Canberra,Morning
Pie,11,Brisbane,Afternoon
Carrot,83,Brisbane,Afternoon
Fish,92,Sydney,Morning
Pie,42,Canberra,Morning
Cookie,22,Perth,Morning
Orange,29,Perth,Morning
Orange,16,Perth,Afternoon
Chicken,55,Perth,Afternoon
Cookie,87,Melbourne,Afternoon
Pie,8,Melbourne,Morning
Banana,81,Perth,Afternoon
Cookie,99,Perth,Afternoon
Banana,82,Brisbane,Afternoon
Banana,91,Melbourne,Afternoon
Fish,83,Perth,Afternoon
Orange,16,Canberra,Afternoon
Banana,91,Perth,Afternoon
Orange,91,Melbourne,Morning
Chicken,37,Sydney,Morning
Shampoo,19,Canberra,Afternoon
Banana,41,Sydney,Morning
Cookie,47,Melbourne,Afternoon
Tomato,80,Sydney,Afternoon
Chicken,44,Brisbane,Morning
Tomato,41,Sydney,Afternoon
Cookie,65,Canberra,Morning
Banana,46,Perth,Afternoon
Tomato,12,Sydney,Afternoon
Shampoo,11,Melbourne,Afternoon
Tomato,30,Melbourne,Morning
Shampoo,11,Canberra,Morning
Shampoo,42,Melbourne,Afternoon
Banana,84,Brisbane,Afternoon
Orange,36,Canberra,Afternoon
Pie,5,Brisbane,Afternoon
Chicken,83,Brisbane,Afternoon
Pie,93,Sydney,Afternoon
Soap,47,Brisbane,Morning
Fish,89,Brisbane,Afternoon
Banana,42,Melbourne,Afternoon
Orange,42,Perth,Morning
Shampoo,5,Melbourne,Morning
Soap,53,Perth,Afternoon
Cookie,8,Brisbane,Morning
Carrot,5,Brisbane,Morning
Chicken,6,Canberra,Morning
Fish,34,Perth,Afternoon
Soap,41,Canberra,Morning
Tomato,8,Brisbane,Afternoon
Tomato,85,Melbourne,Afternoon
Banana,76,Perth,Morning
Shampoo,8,Perth,Afternoon
Chicken,90,Canberra,Afternoon
Tomato,25,Perth,Afternoon
Fish,5,Melbourne,Morning
Fish,14,Melbourne,Morning
Orange,73,Brisbane,Afternoon
Fish,35,Sydney,Afternoon
Banana,63,Canberra,Afternoon
Banana,93,Brisbane,Morning
Banana,81,Perth,Afternoon
Chicken,38,Melbourne,Afternoon
Chicken,87,Sydney,Morning
Shampoo,58,Perth,Afternoon
Soap,62,Perth,Morning
Banana,53,Perth,Morning
Fish,51,Canberra,Morning
Carrot,40,Sydney,Afternoon
Carrot,70,Melbourne,Morning
Soap,49,Brisbane,Morning
Soap,7,Brisbane,Afternoon
Orange,33,Sydney,Morning
Cookie,6,Melbourne,Morning
Shampoo,86,Sydney,Afternoon
Shampoo,28,Brisbane,Afternoon
Fish,45,Canberra,Morning
Orange,39,Melbourne,Morning
Fish,47,Sydney,Morning
Chicken,39,Sydney,Morning
Pie,50,Melbourne,Morning
Fish,24,Perth,Afternoon
Carrot,45,Brisbane,Morning
Soap,34,Canberra,Afternoon
Chicken,12,Sydney,Afternoon
Shampoo,13,Canberra,Afternoon
Chicken,63,Brisbane,Afternoon
Fish,43,Canberra,Afternoon
Fish,74,Perth,Afternoon
Banana,88,Sydney,Afternoon
Soap,40,Brisbane,Morning
Cookie,15,Brisbane,Afternoon
Carrot,76,Perth,Afternoon
Fish,67,Melbourne,Morning
Banana,96,Perth,Morning
Fish,45,Perth,Afternoon
Fish,66,Brisbane,Morning
Cookie,69,Brisbane,Afternoon
Soap,7,Perth,Morning
Cookie,34,Perth,Morning
Shampoo,42,Perth,Morning
Chicken,12,Canberra,Morning
Carrot,26,Canberra,Morning
Soap,13,Canberra,Morning
Tomato,56,Brisbane,Afternoon
Fish,23,Canberra,Morning
Chicken,52,Brisbane,Morning
Fish,100,Melbourne,Afternoon
Soap,60,Perth,Morning
Shampoo,86,Canberra,Afternoon
Cookie,43,Sydney,Morning
Orange,77,Melbourne,Morning
Pie,12,Sydney,Morning
Fish,70,Sydney,Afternoon
Orange,48,Brisbane,Afternoon
Shampoo,23,Brisbane,Morning
Pie,32,Melbourne,Morning
Tomato,31,Sydney,Morning
Pie,8,Brisbane,Morning
Tomato,91,Canberra,Afternoon
Fish,24,Perth,Morning
Cookie,86,Sydney,Morning
Cookie,14,Brisbane,Afternoon
Carrot,61,Sydney,Afternoon
Tomato,83,Sydney,Morning
Chicken,41,Perth,Morning
Orange,97,Perth,Afternoon
Carrot,35,Canberra,Afternoon
Tomato,33,Perth,Morning
Chicken,91,Canberra,Afternoon
Pie,12,Sydney,Morning
Tomato,22,Brisbane,Morning
Orange,94,Brisbane,Afternoon
Pie,18,Brisbane,Morning
Shampoo,10,Brisbane,Morning
Orange,99,Sydney,Afternoon
Soap,57,Sydney,Afternoon
Pie,59,Sydney,Afternoon
Cookie,20,Melbourne,Afternoon
Soap,92,Canberra,Morning
Banana,88,Sydney,Afternoon
Orange,44,Sydney,Morning
Banana,30,Perth,Afternoon
Soap,22,Canberra,Afternoon
Orange,31,Sydney,Afternoon
Tomato,6,Canberra,Morning
Shampoo,90,Canberra,Morning
Fish,47,Sydney,Afternoon
Chicken,94,Melbourne,Afternoon
Soap,19,Sydney,Afternoon
Pie,27,Canberra,Morning
Shampoo,13,Sydney,Morning
Shampoo,58,Perth,Morning
Shampoo,15,Sydney,Morning
Banana,19,Sydney,Morning
Carrot,43,Perth,Morning
Pie,42,Canberra,Morning
Soap,65,Sydney,Afternoon
Orange,79,Perth,Morning
Chicken,15,Melbourne,Afternoon
Cookie,89,Brisbane,Morning
Shampoo,11,Sydney,Afternoon
Shampoo,88,Canberra,Afternoon
Pie,55,Sydney,Afternoon
Pie,42,Perth,Morning
Orange,97,Perth,Afternoon
Fish,80,Sydney,Morning
Shampoo,58,Brisbane,Morning
Soap,40,Canberra,Afternoon
Cookie,70,Brisbane,Afternoon
Pie,100,Perth,Afternoon
Chicken,6,Melbourne,Morning
Orange,8,Brisbane,Morning
Orange,67,Brisbane,Morning
Cookie,47,Melbourne,Afternoon
Soap,96,Sydney,Afternoon
Fish,73,Canberra,Afternoon
Cookie,28,Brisbane,Morning
Pie,16,Brisbane,Afternoon
Fish,38,Melbourne,Afternoon
Banana,23,Canberra,Afternoon
Orange,43,Sydney,Afternoon
Orange,18,Sydney,Afternoon
Fish,22,Brisbane,Afternoon
Fish,80,Melbourne,Afternoon
Orange,52,Sydney,Morning
Fish,66,Perth,Afternoon
Soap,61,Melbourne,Afternoon
Chicken,72,Perth,Afternoon
Shampoo,73,Brisbane,Morning
Orange,34,Sydney,Morning
Pie,85,Perth,Morning
Banana,98,Sydney,Morning
Tomato,37,Perth,Afternoon
Chicken,96,Perth,Morning
Pie,41,Canberra,Morning
Banana,11,Melbourne,Afternoon
Carrot,63,Canberra,Afternoon
Orange,19,Brisbane,Afternoon
Shampoo,90,Brisbane,Morning
Banana,40,Sydney,Morning
Chicken,76,Canberra,Afternoon
Orange,92,Sydney,Morning
Chicken,56,Melbourne,Morning
Cookie,21,Canberra,Morning
Cookie,70,Melbourne,Morning
Carrot,42,Melbourne,Afternoon
Chicken,89,Melbourne,Afternoon
Banana,10,Brisbane,Afternoon
Cookie,6,Brisbane,Morning
Carrot,82,Melbourne,Afternoon
Shampoo,12,Melbourne,Afternoon
Cookie,53,Brisbane,Morning
Banana,71,Brisbane,Afternoon
Carrot,25,Sydney,Morning
Tomato,8,Melbourne,Morning
Soap,16,Sydney,Afternoon
Carrot,15,Perth,Afternoon
Shampoo,100,Canberra,Afternoon
Soap,53,Brisbane,Morning
Tomato,29,Brisbane,Afternoon
Shampoo,63,Perth,Afternoon
Fish,14,Melbourne,Afternoon
Fish,43,Sydney,Afternoon
Chicken,47,Perth,Afternoon
Carrot,99,Brisbane,Morning
Fish,11,Brisbane,Morning
Soap,83,Perth,Afternoon
Banana,23,Sydney,Afternoon
Cookie,71,Melbourne,Afternoon
Soap,35,Canberra,Afternoon
Carrot,53,Sydney,Afternoon
Chicken,35,Melbourne,Morning
Chicken,80,Perth,Morning
Fish,14,Melbourne,Afternoon
Orange,65,Canberra,Afternoon
Cookie,32,Canberra,Afternoon
Pie,44,Canberra,Morning
Carrot,18,Perth,Morning
Shampoo,56,Perth,Afternoon
Chicken,65,Brisbane,Afternoon
Fish,79,Canberra,Morning
Carrot,38,Brisbane,Afternoon
Tomato,32,Sydney,Morning
Orange,26,Canberra,Morning
Fish,34,Perth,Afternoon
Fish,11,Perth,Afternoon
Orange,80,Melbourne,Morning
Tomato,11,Sydney,Afternoon
Banana,60,Perth,Morning
Chicken,89,Brisbane,Afternoon
Banana,33,Sydney,Afternoon
Chicken,84,Sydney,Morning
Orange,25,Perth,Morning
Cookie,64,Canberra,Morning
Cookie,83,Brisbane,Morning
Orange,34,Canberra,Morning
Fish,69,Melbourne,Afternoon
Tomato,38,Canberra,Morning
Tomato,88,Melbourne,Morning
Pie,32,Perth,Morning
Cookie,19,Melbourne,Afternoon
Soap,12,Brisbane,Morning
Tomato,77,Sydney,Morning
Carrot,21,Melbourne,Afternoon
Pie,85,Sydney,Morning
Soap,75,Perth,Morning
Pie,40,Sydney,Morning
Orange,5,Sydney,Morning
Fish,84,Melbourne,Morning
Cookie,79,Melbourne,Afternoon
Carrot,48,Melbourne,Morning
Chicken,27,Brisbane,Morning
Cookie,48,Brisbane,Afternoon
Chicken,17,Brisbane,Afternoon
Chicken,60,Brisbane,Morning
Shampoo,7,Perth,Morning
Chicken,80,Canberra,Morning
Cookie,64,Melbourne,Morning
Pie,18,Canberra,Afternoon
Fish,82,Canberra,Afternoon
Pie,68,Canberra,Morning
Carrot,35,Sydney,Morning
Banana,62,Canberra,Afternoon
Shampoo,73,Canberra,Morning
Banana,84,Sydney,Afternoon
Tomato,27,Perth,Afternoon
Fish,98,Sydney,Afternoon
Banana,43,Brisbane,Afternoon
Pie,87,Melbourne,Morning
Orange,68,Melbourne,Afternoon
Orange,92,Canberra,Morning
Carrot,23,Perth,Morning
Fish,85,Canberra,Morning
Pie,44,Perth,Afternoon
Pie,9,Perth,Morning
Tomato,14,Perth,Morning
Cookie,17,Sydney,Morning
Pie,12,Sydney,Morning
Cookie,56,Canberra,Morning
Tomato,94,Melbourne,Morning
Banana,51,Sydney,Morning
Fish,16,Melbourne,Morning
Chicken,93,Sydney,Morning
Carrot,42,Canberra,Afternoon
Fish,70,Melbourne,Morning
Cookie,100,Melbourne,Afternoon
Tomato,68,Brisbane,Morning
Chicken,52,Perth,Afternoon
Cookie,48,Melbourne,Afternoon
Soap,73,Perth,Morning
Chicken,57,Melbourne,Afternoon
Cookie,98,Melbourne,Morning
Carrot,25,Brisbane,Morning
Pie,67,Perth,Afternoon
Orange,88,Canberra,Morning
Cookie,59,Canberra,Morning
Banana,11,Sydney,Morning
Shampoo,17,Sydney,Afternoon
Cookie,74,Sydney,Afternoon
Shampoo,97,Melbourne,Afternoon
Banana,88,Melbourne,Afternoon
Cookie,92,Brisbane,Afternoon
Carrot,67,Brisbane,Afternoon
Cookie,32,Perth,Morning
Pie,18,Perth,Morning
Pie,77,Melbourne,Morning
Tomato,22,Canberra,Morning
Banana,10,Sydney,Morning
Banana,52,Brisbane,Afternoon
Cookie,73,Melbourne,Morning
Shampoo,84,Sydney,Afternoon
Pie,35,Brisbane,Afternoon
Soap,23,Melbourne,Morning
Pie,90,Canberra,Afternoon
Banana,39,Brisbane,Afternoon
Orange,30,Sydney,Afternoon
Fish,85,Sydney,Afternoon
Banana,51,Canberra,Afternoon
Shampoo,70,Perth,Afternoon
Shampoo,93,Brisbane,Morning
Orange,78,Canberra,Afternoon
Orange,35,Melbourne,Afternoon
Carrot,14,Melbourne,Morning
Tomato,55,Brisbane,Afternoon
Cookie,54,Canberra,Afternoon
Pie,65,Sydney,Morning
Chicken,22,Sydney,Morning
Banana,54,Sydney,Afternoon
Chicken,49,Perth,Morning
Cookie,72,Sydney,Afternoon
Cookie,61,Melbourne,Afternoon
Orange,31,Brisbane,Morning
Cookie,69,Canberra,Afternoon
Tomato,96,Perth,Afternoon
Banana,70,Brisbane,Morning
Chicken,26,Melbourne,Afternoon
Banana,21,Perth,Afternoon
Orange,87,Perth,Afternoon
Banana,9,Sydney,Morning
Shampoo,76,Canberra,Afternoon
Shampoo,70,Melbourne,Afternoon
Pie,90,Perth,Morning
Orange,11,Canberra,Afternoon
Shampoo,49,Brisbane,Afternoon
Banana,60,Sydney,Afternoon
Cookie,49,Brisbane,Afternoon
Soap,16,Perth,Afternoon
Tomato,17,Canberra,Afternoon
Chicken,49,Melbourne,Morning
Orange,45,Canberra,Afternoon
Chicken,7,Sydney,Morning
Chicken,52,Brisbane,Morning
Chicken,69,Canberra,Morning
Pie,30,Brisbane,Morning
Carrot,8,Sydney,Morning
Soap,53,Canberra,Afternoon
Pie,26,Melbourne,Afternoon
Soap,36,Perth,Morning
Banana,41,Canberra,Afternoon
Pie,39,Perth,Afternoon
Fish,16,Canberra,Morning
Fish,26,Sydney,Afternoon
Fish,97,Sydney,Morning
Carrot,39,Sydney,Morning
Banana,78,Brisbane,Morning
Cookie,42,Melbourne,Afternoon
Cookie,89,Canberra,Morning
Banana,48,Melbourne,Afternoon
Fish,26,Sydney,Afternoon
Fish,53,Melbourne,Afternoon
Soap,87,Melbourne,Afternoon
Pie,84,Melbourne,Afternoon
Tomato,6,Brisbane,Morning
Banana,30,Brisbane,Afternoon
Tomato,32,Perth,Morning
Soap,44,Perth,Morning
Orange,75,Perth,Morning
Soap,22,Sydney,Morning
Chicken,45,Canberra,Afternoon
Cookie,84,Perth,Afternoon
Carrot,69,Melbourne,Afternoon
Orange,90,Perth,Afternoon
Banana,14,Canberra,Afternoon
Orange,59,Canberra,Morning
Chicken,16,Melbourne,Morning
Fish,70,Brisbane,Morning
Tomato,32,Sydney,Morning
Carrot,82,Brisbane,Morning
Banana,47,Brisbane,Morning
Banana,96,Canberra,Morning
Carrot,69,Sydney,Morning
Shampoo,80,Sydney,Afternoon
Cookie,63,Canberra,Afternoon
Pie,79,Melbourne,Morning
Orange,75,Canberra,Morning
Orange,67,Melbourne,Morning
Orange,74,Canberra,Morning
Tomato,9,Perth,Morning
Orange,43,Melbourne,Afternoon
Shampoo,69,Canberra,Morning
Pie,97,Melbourne,Morning
Soap,23,Melbourne,Morning
Banana,76,Perth,Afternoon
Soap,82,Perth,Morning
Pie,52,Canberra,Morning
Chicken,95,Melbourne,Afternoon
Shampoo,74,Melbourne,Afternoon
Shampoo,6,Perth,Morning
Soap,32,Sydney,Morning
Carrot,74,Sydney,Morning
Carrot,34,Sydney,Morning
Carrot,69,Melbourne,Morning
Pie,26,Melbourne,Afternoon
Chicken,53,Perth,Afternoon
Shampoo,22,Brisbane,Morning
Fish,67,Melbourne,Morning
Carrot,24,Perth,Morning
Pie,72,Sydney,Afternoon
Tomato,44,Melbourne,Afternoon
Orange,100,Melbourne,Morning
Soap,13,Sydney,Afternoon
Banana,89,Melbourne,Afternoon
Chicken,78,Canberra,Afternoon
Carrot,39,Brisbane,Afternoon
Orange,27,Sydney,Morning
Soap,88,Melbourne,Afternoon
Tomato,87,Perth,Afternoon
Carrot,25,Canberra,Afternoon
Cookie,13,Melbourne,Afternoon
Banana,74,Canberra,Morning
Pie,46,Sydney,Morning
Fish,7,Canberra,Morning
Banana,30,Melbourne,Afternoon
Pie,30,Melbourne,Afternoon
Pie,26,Perth,Afternoon
Tomato,76,Brisbane,Afternoon
Fish,38,Melbourne,Afternoon
Banana,65,Sydney,Morning
Cookie,42,Sydney,Afternoon
Tomato,26,Sydney,Morning
Fish,33,Brisbane,Afternoon
Shampoo,80,Melbourne,Morning
Shampoo,86,Brisbane,Afternoon
Fish,68,Canberra,Morning
Banana,34,Canberra,Afternoon
Soap,81,Brisbane,Afternoon
Pie,62,Brisbane,Morning
Tomato,25,Melbourne,Afternoon
Chicken,24,Sydney,Morning
Banana,99,Melbourne,Morning
Carrot,93,Brisbane,Afternoon
Pie,70,Brisbane,Afternoon
Banana,32,Sydney,Afternoon
Pie,30,Sydney,Afternoon
Banana,15,Brisbane,Afternoon
Orange,23,Brisbane,Morning
Soap,25,Canberra,Morning
Carrot,53,Sydney,Afternoon
Soap,33,Perth,Morning
Orange,68,Canberra,Afternoon
Soap,7,Canberra,Morning
Banana,90,Sydney,Morning
Orange,26,Sydney,Afternoon
Orange,6,Melbourne,Afternoon
Banana,83,Melbourne,Morning
Soap,93,Canberra,Morning
Tomato,88,Sydney,Afternoon
Chicken,20,Brisbane,Afternoon
Chicken,19,Melbourne,Afternoon
Chicken,58,Brisbane,Morning
Shampoo,43,Melbourne,Morning
Pie,14,Canberra,Afternoon
Shampoo,40,Brisbane,Morning
Chicken,69,Perth,Afternoon
Tomato,45,Sydney,Morning
Tomato,59,Brisbane,Afternoon
Shampoo,93,Sydney,Morning
Fish,40,Melbourne,Afternoon
Pie,92,Brisbane,Afternoon
Shampoo,78,Melbourne,Afternoon
Pie,19,Sydney,Afternoon
Tomato,66,Canberra,Morning
Tomato,39,Brisbane,Afternoon
Chicken,78,Sydney,Morning
Chicken,85,Canberra,Morning
Carrot,68,Canberra,Afternoon
Banana,95,Brisbane,Morning
Carrot,6,Brisbane,Morning
Carrot,29,Perth,Afternoon
Cookie,73,Canberra,Afternoon
Orange,65,Perth,Morning
Soap,10,Canberra,Morning
Shampoo,74,Brisbane,Morning
Shampoo,55,Melbourne,Afternoon
Pie,80,Perth,Morning
Pie,78,Sydney,Morning
Orange,44,Canberra,Morning
Soap,85,Melbourne,Afternoon
Orange,18,Sydney,Morning
Cookie,99,Perth,Afternoon
Orange,23,Sydney,Afternoon
