customer,age,gender,salary,shirt_size,location,marital_status,transport,education
11688,57,Female,82365,M,Brisbane,Divorced,Bicycle,Masters
11689,37,Female,73010,S,Perth,Divorced,Train,Bachelor
11690,42,Female,49288,L,Sydney,Divorced,Train,Secondary
11691,49,Female,55419,L,Perth,Married,Train,Secondary
11692,53,Female,29285,M,Melbourne,Single,Bus,Bachelor
11693,32,Male,77582,M,Sydney,Married,Bicycle,PhD
11694,36,Male,15947,M,Perth,Divorced,Bicycle,PhD
11695,27,Male,79604,M,Melbourne,Divorced,Car,Secondary
11696,53,Female,15085,M,Sydney,Single,Bicycle,PhD
11697,18,Female,91762,S,Melbourne,Single,Car,Secondary
11698,52,Female,18538,M,Melbourne,Married,Car,Secondary
11699,39,Male,46046,L,Brisbane,Married,Train,PhD
11700,31,Female,65617,M,Perth,Single,Car,Masters
11701,40,Male,39729,S,Perth,Single,Car,Secondary
11702,49,Female,57049,M,Brisbane,Single,Bicycle,Secondary
11703,60,Female,21503,S,Brisbane,Single,Bicycle,Bachelor
11704,45,Male,94522,M,Brisbane,Married,Train,Masters
11705,44,Female,26747,L,Sydney,Married,Train,PhD
11706,32,Male,84534,S,Perth,Married,Bicycle,Bachelor
11707,59,Male,63269,M,Perth,Single,Train,Bachelor
11708,27,Female,90768,L,Perth,Single,Train,Secondary
11709,22,Male,88920,M,Brisbane,Divorced,Car,Secondary
11710,48,Female,43724,L,Brisbane,Married,Bicycle,PhD
11711,22,Male,13374,L,Sydney,Divorced,Bus,Bachelor
11712,55,Female,86263,S,Brisbane,Married,Train,Masters
11713,22,Male,65444,M,Melbourne,Divorced,Train,Masters
11714,28,Male,34357,M,Perth,Single,Train,Secondary
11715,58,Male,53248,S,Melbourne,Divorced,Train,Bachelor
11716,30,Female,35350,S,Melbourne,Single,Bicycle,Masters
11717,35,Male,63737,S,Perth,Married,Bus,Secondary
11718,32,Male,60640,S,Perth,Married,Car,Masters
11719,44,Male,67486,M,Melbourne,Single,Bus,Masters
11720,51,Male,13219,S,Perth,Single,Car,PhD
11721,51,Female,89104,S,Perth,Single,Bicycle,Bachelor
11722,53,Female,82167,L,Perth,Single,Train,Masters
11723,55,Male,29168,M,Perth,Divorced,Bus,Bachelor
11724,53,Female,81995,L,Brisbane,Married,Bus,Secondary
11725,32,Female,28853,M,Perth,Married,Bicycle,Bachelor
11726,42,Female,85863,S,Brisbane,Divorced,Bicycle,Masters
11727,56,Female,45944,L,Brisbane,Married,Car,Bachelor
11728,29,Male,96862,M,Brisbane,Divorced,Train,PhD
11729,35,Male,70756,S,Perth,Divorced,Train,Masters
11730,34,Male,98854,L,Brisbane,Single,Train,Secondary
11731,35,Female,87299,L,Melbourne,Married,Car,Masters
11732,26,Female,78358,L,Sydney,Divorced,Bus,Bachelor
11733,44,Male,58440,L,Perth,Single,Train,Secondary
11734,55,Male,31284,S,Sydney,Divorced,Bicycle,Secondary
11735,58,Male,84232,M,Sydney,Divorced,Bicycle,PhD
11736,36,Male,19039,S,Melbourne,Divorced,Bus,Masters
11737,26,Female,76645,M,Perth,Divorced,Bicycle,Bachelor
11738,36,Female,57004,M,Brisbane,Single,Bus,PhD
11739,39,Male,77570,M,Sydney,Married,Bicycle,PhD
11740,43,Female,40711,S,Sydney,Single,Bicycle,Bachelor
11741,49,Male,32067,S,Melbourne,Single,Bicycle,Bachelor
11742,52,Male,48756,S,Sydney,Divorced,Train,Masters
11743,59,Female,83409,S,Brisbane,Married,Car,PhD
11744,40,Female,31251,S,Melbourne,Married,Train,Bachelor
11745,51,Male,48694,S,Melbourne,Married,Train,PhD
11746,31,Female,86859,S,Brisbane,Married,Bus,Secondary
11747,19,Female,64419,L,Brisbane,Married,Train,Bachelor
11748,24,Male,21515,S,Brisbane,Single,Bicycle,Masters
11749,46,Female,23172,S,Perth,Divorced,Bicycle,Secondary
11750,19,Male,73223,S,Sydney,Single,Bus,Bachelor
11751,21,Female,14393,L,Perth,Divorced,Train,Masters
11752,55,Female,50520,S,Sydney,Married,Train,Bachelor
11753,36,Female,47185,S,Brisbane,Single,Train,Secondary
11754,47,Female,98073,M,Perth,Single,Train,PhD
11755,60,Female,25132,S,Melbourne,Married,Bus,Secondary
11756,21,Female,96012,M,Melbourne,Divorced,Bus,PhD
11757,19,Female,18846,M,Perth,Divorced,Bicycle,Secondary
11758,27,Female,25131,M,Perth,Divorced,Bus,Secondary
11759,45,Male,35104,S,Brisbane,Married,Car,Masters
11760,40,Female,55134,M,Perth,Married,Car,Secondary
11761,60,Female,66513,M,Perth,Divorced,Train,PhD
11762,53,Female,61443,L,Sydney,Divorced,Car,Bachelor
11763,18,Female,40706,M,Sydney,Married,Bus,PhD
11764,26,Female,93839,L,Melbourne,Divorced,Bus,Secondary
11765,59,Male,87477,M,Sydney,Married,Car,PhD
11766,46,Male,30036,L,Perth,Divorced,Bus,Bachelor
11767,51,Male,17610,L,Brisbane,Single,Bus,Secondary
11768,56,Male,66975,L,Melbourne,Married,Car,Secondary
11769,26,Male,57905,L,Melbourne,Single,Train,Bachelor
11770,55,Female,56735,S,Perth,Divorced,Car,PhD
11771,46,Male,96099,S,Melbourne,Single,Car,Bachelor
11772,23,Female,68307,S,Melbourne,Married,Bicycle,Bachelor
11773,50,Male,72157,L,Perth,Single,Car,Bachelor
11774,52,Female,94739,L,Perth,Married,Car,Masters
11775,19,Male,75237,S,Brisbane,Married,Bicycle,Masters
11776,35,Male,41201,M,Sydney,Divorced,Bicycle,PhD
11777,28,Male,52131,L,Perth,Single,Bus,Secondary
11778,31,Male,22208,S,Sydney,Single,Train,Bachelor
11779,19,Female,13073,M,Brisbane,Single,Bicycle,Masters
11780,22,Male,18431,S,Perth,Married,Bus,Bachelor
11781,37,Female,71440,M,Brisbane,Divorced,Train,Secondary
11782,59,Male,48205,S,Sydney,Divorced,Bicycle,PhD
11783,54,Male,60366,S,Sydney,Married,Train,Bachelor
11784,42,Male,57398,M,Melbourne,Single,Bicycle,Secondary
11785,48,Male,53935,S,Melbourne,Single,Train,Secondary
11786,41,Female,68562,M,Brisbane,Married,Train,Bachelor
11787,44,Female,38589,M,Sydney,Married,Train,Masters
11788,28,Female,37704,S,Sydney,Divorced,Bicycle,PhD
11789,43,Male,31546,M,Perth,Married,Car,Secondary
11790,59,Female,69787,S,Sydney,Divorced,Car,Bachelor
11791,57,Female,52438,S,Brisbane,Single,Bus,Secondary
11792,42,Female,62898,S,Perth,Married,Train,Bachelor
11793,23,Female,26792,L,Sydney,Single,Car,Masters
11794,43,Female,44293,S,Melbourne,Married,Bus,Bachelor
11795,56,Female,76013,M,Perth,Married,Car,Masters
11796,28,Female,19386,L,Brisbane,Divorced,Bus,Secondary
11797,33,Female,94252,L,Melbourne,Divorced,Train,Secondary
11798,46,Male,80122,L,Sydney,Single,Car,PhD
11799,52,Female,40443,S,Brisbane,Divorced,Bicycle,PhD
11800,22,Female,66530,S,Brisbane,Single,Car,PhD
11801,57,Male,52038,L,Perth,Single,Car,Secondary
11802,30,Male,66976,L,Perth,Married,Train,PhD
11803,26,Female,34643,S,Perth,Married,Bicycle,Masters
11804,24,Female,84657,S,Sydney,Divorced,Bicycle,PhD
11805,25,Female,40125,M,Melbourne,Divorced,Train,PhD
11806,44,Male,58855,L,Sydney,Divorced,Bus,PhD
11807,21,Male,79910,M,Brisbane,Single,Car,Masters
11808,21,Male,84692,M,Sydney,Married,Bus,Bachelor
11809,19,Female,63678,L,Perth,Married,Bicycle,Bachelor
11810,59,Male,89341,M,Sydney,Married,Bicycle,Secondary
11811,29,Male,55783,L,Brisbane,Single,Bicycle,Bachelor
11812,45,Male,93941,L,Perth,Married,Train,PhD
11813,33,Male,15188,M,Perth,Single,Bicycle,Masters
11814,25,Male,37185,S,Sydney,Married,Bicycle,Secondary
11815,25,Female,81588,S,Melbourne,Married,Bus,PhD
11816,54,Male,88924,M,Melbourne,Single,Bicycle,Bachelor
11817,23,Female,54212,M,Perth,Single,Car,Bachelor
11818,58,Male,44699,S,Perth,Married,Bus,Masters
11819,32,Male,65871,L,Melbourne,Divorced,Bus,Bachelor
11820,43,Male,48853,S,Sydney,Divorced,Car,PhD
11821,53,Female,97282,S,Sydney,Divorced,Bus,PhD
11822,18,Male,19568,M,Melbourne,Married,Bus,PhD
11823,54,Female,32227,M,Perth,Divorced,Car,PhD
11824,46,Male,84122,M,Melbourne,Single,Bus,Bachelor
11825,57,Male,92253,S,Sydney,Married,Bicycle,PhD
11826,42,Female,76985,S,Perth,Married,Train,PhD
11827,26,Male,60447,L,Melbourne,Divorced,Bus,Masters
11828,22,Male,24389,M,Melbourne,Divorced,Bus,PhD
11829,57,Female,19372,M,Melbourne,Divorced,Bus,Secondary
11830,28,Female,96951,M,Brisbane,Married,Car,Bachelor
11831,41,Female,77289,L,Melbourne,Single,Bicycle,Bachelor
11832,46,Male,91690,L,Perth,Divorced,Car,Masters
11833,40,Female,82220,M,Melbourne,Divorced,Car,Bachelor
11834,23,Male,45663,S,Sydney,Divorced,Train,Masters
11835,54,Female,54460,L,Perth,Married,Bicycle,Bachelor
11836,37,Female,98840,S,Melbourne,Single,Car,PhD
11837,21,Female,11412,S,Brisbane,Married,Train,Secondary
11838,21,Male,92171,M,Sydney,Married,Train,Bachelor
11839,36,Female,30006,S,Melbourne,Single,Bus,PhD
11840,48,Female,55955,M,Brisbane,Divorced,Bicycle,PhD
11841,21,Male,45496,L,Melbourne,Single,Train,Secondary
11842,54,Female,39714,S,Melbourne,Married,Bus,Bachelor
11843,26,Male,41967,M,Perth,Divorced,Train,Masters
11844,39,Male,29174,L,Melbourne,Single,Train,Bachelor
11845,48,Female,44396,S,Sydney,Married,Train,Secondary
11846,37,Female,26037,M,Sydney,Single,Train,Bachelor
11847,50,Male,97177,M,Brisbane,Single,Train,Bachelor
11848,44,Female,46103,S,Brisbane,Single,Train,Secondary
11849,53,Male,74221,S,Sydney,Married,Bicycle,Masters
11850,44,Female,79701,S,Brisbane,Divorced,Bus,Secondary
11851,37,Female,34123,L,Perth,Single,Bicycle,Bachelor
11852,46,Male,43589,M,Sydney,Single,Bicycle,Masters
11853,30,Male,31127,S,Sydney,Married,Bicycle,Bachelor
11854,34,Male,68894,S,Perth,Married,Train,Masters
11855,48,Male,72465,L,Sydney,Married,Train,PhD
11856,53,Female,24471,S,Perth,Married,Bicycle,Bachelor
11857,35,Male,88376,S,Brisbane,Divorced,Bicycle,Bachelor
11858,57,Male,35578,M,Brisbane,Married,Train,Masters
11859,52,Male,78987,S,Perth,Divorced,Car,Secondary
11860,59,Female,14849,S,Melbourne,Divorced,Train,PhD
11861,42,Male,61450,L,Perth,Single,Bus,Masters
11862,37,Male,40125,S,Melbourne,Married,Bus,Masters
11863,18,Female,95402,M,Sydney,Married,Bicycle,Bachelor
11864,28,Male,21971,L,Sydney,Married,Bicycle,PhD
11865,20,Male,19754,S,Brisbane,Divorced,Car,Bachelor
11866,48,Female,16242,S,Sydney,Single,Car,Masters
11867,50,Female,25644,M,Sydney,Divorced,Train,Masters
11868,48,Female,16903,M,Brisbane,Married,Car,Bachelor
11869,45,Male,46655,M,Melbourne,Married,Car,PhD
11870,46,Male,37461,S,Melbourne,Divorced,Bus,PhD
11871,46,Female,83185,L,Perth,Single,Bus,PhD
11872,48,Male,77545,S,Brisbane,Divorced,Car,Masters
11873,25,Male,26417,S,Brisbane,Married,Bicycle,Bachelor
11874,22,Female,61286,L,Sydney,Single,Car,PhD
11875,52,Male,49185,M,Melbourne,Divorced,Train,Bachelor
11876,30,Male,52316,M,Sydney,Married,Train,Bachelor
11877,36,Female,54311,S,Melbourne,Single,Car,Masters
11878,57,Male,65604,M,Brisbane,Divorced,Car,Secondary
11879,44,Male,11710,M,Brisbane,Married,Bicycle,Bachelor
11880,30,Female,19927,M,Brisbane,Married,Train,Masters
11881,39,Female,62196,S,Melbourne,Married,Bicycle,Masters
11882,33,Female,51847,L,Brisbane,Single,Bicycle,Bachelor
11883,59,Male,78913,S,Melbourne,Married,Train,Secondary
11884,57,Male,65986,M,Perth,Divorced,Train,Secondary
11885,26,Female,50905,M,Sydney,Single,Train,Bachelor
11886,40,Male,66334,S,Melbourne,Married,Bicycle,Bachelor
11887,26,Female,19658,L,Melbourne,Single,Bus,Bachelor
11888,50,Female,62944,M,Melbourne,Married,Bus,PhD
11889,45,Female,10933,L,Brisbane,Divorced,Bicycle,Secondary
11890,60,Female,57285,S,Sydney,Married,Train,Masters
11891,26,Male,29361,S,Perth,Married,Car,PhD
11892,37,Male,75135,S,Melbourne,Married,Bicycle,Bachelor
11893,58,Female,22949,M,Brisbane,Married,Train,Masters
11894,25,Female,39612,M,Sydney,Single,Bicycle,Masters
11895,25,Female,62675,S,Brisbane,Single,Train,Secondary
11896,22,Male,55257,M,Perth,Single,Bicycle,Secondary
11897,25,Female,76367,S,Melbourne,Divorced,Car,PhD
11898,48,Male,49474,L,Perth,Single,Bicycle,Secondary
11899,48,Female,60292,S,Perth,Single,Car,Masters
11900,22,Female,92505,M,Brisbane,Married,Car,PhD
11901,44,Male,16979,S,Brisbane,Married,Bus,Masters
11902,20,Male,64232,M,Brisbane,Married,Bus,Secondary
11903,25,Female,25422,L,Brisbane,Divorced,Car,Secondary
11904,49,Male,90012,S,Brisbane,Divorced,Bus,Masters
11905,19,Female,19756,S,Brisbane,Single,Car,Secondary
11906,24,Male,47033,L,Melbourne,Single,Train,Bachelor
11907,44,Female,60062,S,Brisbane,Single,Bicycle,Secondary
11908,40,Male,31100,L,Perth,Divorced,Bicycle,Bachelor
11909,49,Male,69541,L,Sydney,Married,Bus,PhD
11910,25,Female,25268,S,Melbourne,Married,Car,PhD
11911,48,Female,41656,L,Brisbane,Single,Bicycle,PhD
11912,21,Male,65090,M,Brisbane,Married,Car,Bachelor
11913,55,Female,76444,M,Sydney,Single,Bicycle,Bachelor
11914,58,Female,83231,S,Melbourne,Single,Bicycle,PhD
11915,34,Male,96579,S,Melbourne,Married,Car,Secondary
11916,31,Female,58160,M,Brisbane,Married,Bus,Bachelor
11917,20,Female,88875,S,Perth,Divorced,Bus,Secondary
11918,39,Male,51776,L,Melbourne,Divorced,Car,Masters
11919,34,Male,14687,S,Sydney,Married,Train,Secondary
11920,47,Male,53882,L,Brisbane,Married,Bus,Secondary
11921,58,Female,39049,M,Melbourne,Divorced,Bicycle,PhD
11922,45,Female,64120,S,Sydney,Married,Bicycle,Secondary
11923,55,Male,42546,L,Sydney,Divorced,Car,PhD
11924,60,Female,20347,S,Brisbane,Married,Car,Secondary
11925,43,Female,43327,S,Perth,Married,Bicycle,PhD
11926,58,Male,76331,S,Sydney,Single,Car,Bachelor
11927,60,Male,27894,L,Perth,Single,Train,Masters
11928,32,Male,86583,L,Melbourne,Divorced,Train,Bachelor
11929,20,Female,20604,L,Sydney,Married,Bus,PhD
11930,33,Female,37189,L,Brisbane,Married,Car,Masters
11931,37,Female,85362,S,Perth,Married,Bus,Secondary
11932,41,Male,10845,M,Perth,Married,Bicycle,Secondary
11933,41,Male,46738,S,Perth,Married,Car,Bachelor
11934,33,Female,73291,S,Melbourne,Single,Bicycle,Bachelor
11935,19,Female,71088,S,Melbourne,Single,Train,PhD
11936,49,Female,92050,L,Brisbane,Married,Bicycle,Secondary
11937,38,Male,72121,S,Perth,Divorced,Train,Masters
11938,53,Male,38216,S,Brisbane,Single,Car,PhD
11939,23,Female,83605,M,Sydney,Divorced,Bicycle,Bachelor
11940,46,Female,10075,S,Melbourne,Divorced,Train,Secondary
11941,46,Male,67488,M,Melbourne,Single,Bicycle,Secondary
11942,19,Female,18327,S,Perth,Married,Bicycle,Secondary
11943,54,Female,71133,M,Sydney,Single,Bicycle,Bachelor
11944,51,Female,51114,S,Melbourne,Divorced,Bus,PhD
11945,19,Male,88386,M,Perth,Single,Car,Secondary
11946,48,Female,37749,S,Sydney,Single,Train,Masters
11947,60,Male,36358,S,Melbourne,Single,Bicycle,PhD
11948,33,Male,84609,S,Sydney,Married,Bus,Masters
11949,47,Male,51211,L,Brisbane,Married,Bicycle,Masters
11950,32,Female,51098,S,Brisbane,Divorced,Car,Masters
11951,40,Female,84269,S,Brisbane,Married,Car,PhD
11952,52,Female,73004,S,Brisbane,Single,Bicycle,PhD
11953,29,Female,52836,M,Perth,Single,Bus,Bachelor
11954,59,Female,71481,M,Melbourne,Divorced,Train,Bachelor
11955,21,Female,34326,S,Melbourne,Married,Bicycle,Masters
11956,52,Female,34913,L,Perth,Married,Train,Bachelor
11957,35,Male,12872,S,Brisbane,Divorced,Car,Masters
11958,47,Male,31983,L,Sydney,Divorced,Bicycle,Bachelor
11959,53,Male,11515,S,Brisbane,Married,Bus,Secondary
11960,43,Female,14940,S,Perth,Married,Bus,Masters
11961,42,Male,41578,S,Sydney,Divorced,Bicycle,Bachelor
11962,59,Male,83792,S,Perth,Married,Train,Masters
11963,58,Male,26800,L,Melbourne,Single,Bicycle,Secondary
11964,56,Female,77507,M,Perth,Divorced,Car,Masters
11965,55,Female,77389,L,Melbourne,Single,Train,Masters
11966,31,Male,69108,L,Brisbane,Single,Bicycle,PhD
11967,23,Male,40096,S,Brisbane,Married,Bus,Bachelor
11968,29,Female,18519,L,Brisbane,Single,Bicycle,Secondary
11969,57,Female,24871,L,Perth,Married,Train,Masters
11970,19,Male,19017,M,Melbourne,Divorced,Car,Secondary
11971,36,Male,22844,S,Brisbane,Single,Bus,Masters
11972,40,Female,66102,S,Sydney,Single,Bus,Masters
11973,58,Male,27118,S,Brisbane,Divorced,Bus,PhD
11974,53,Male,96943,M,Perth,Divorced,Bus,Secondary
11975,29,Male,67487,M,Melbourne,Divorced,Train,Bachelor
11976,60,Female,37913,L,Sydney,Married,Train,Masters
11977,49,Male,24112,S,Brisbane,Married,Bicycle,PhD
11978,20,Female,12295,S,Sydney,Single,Bicycle,Secondary
11979,23,Female,57404,L,Brisbane,Married,Train,PhD
11980,34,Female,79265,S,Perth,Divorced,Car,Bachelor
11981,50,Female,65344,L,Melbourne,Single,Car,Bachelor
11982,31,Female,14931,L,Brisbane,Married,Car,Secondary
11983,34,Female,16140,M,Perth,Single,Train,Secondary
11984,42,Female,25550,M,Brisbane,Married,Bicycle,Masters
11985,24,Female,19346,S,Perth,Married,Bicycle,Masters
11986,51,Male,19157,S,Sydney,Single,Bicycle,Bachelor
11987,52,Female,83938,M,Perth,Divorced,Car,PhD
11988,40,Male,94854,L,Sydney,Married,Bicycle,PhD
11989,48,Female,94239,S,Brisbane,Divorced,Bus,PhD
11990,42,Female,40407,M,Sydney,Married,Bicycle,Secondary
11991,29,Female,14166,L,Sydney,Married,Train,Masters
11992,58,Female,92260,L,Perth,Single,Bicycle,Masters
11993,29,Female,38454,L,Brisbane,Married,Bus,Masters
11994,25,Male,69774,L,Melbourne,Married,Train,Bachelor
11995,38,Female,97629,S,Perth,Divorced,Car,Bachelor
11996,59,Female,50880,M,Sydney,Married,Car,Masters
11997,24,Female,14616,M,Sydney,Single,Train,Bachelor
11998,60,Female,94677,S,Brisbane,Single,Bus,Secondary
11999,23,Male,98877,L,Melbourne,Single,Bicycle,PhD
12000,53,Male,98292,L,Brisbane,Married,Car,Secondary
12001,30,Female,30075,S,Brisbane,Divorced,Train,Masters
12002,42,Female,16623,L,Melbourne,Single,Train,PhD
12003,19,Female,32753,L,Sydney,Divorced,Train,Bachelor
12004,33,Male,37575,S,Sydney,Married,Train,Bachelor
12005,25,Male,60445,M,Perth,Single,Train,Masters
12006,52,Female,51875,L,Melbourne,Married,Car,Masters
12007,36,Female,79651,L,Brisbane,Single,Bicycle,Masters
12008,49,Male,17875,S,Brisbane,Married,Bus,Secondary
12009,38,Male,79384,L,Sydney,Single,Bicycle,Masters
12010,40,Male,49875,S,Sydney,Married,Car,PhD
12011,19,Male,33585,S,Brisbane,Single,Bicycle,PhD
12012,20,Female,24793,L,Perth,Married,Car,Bachelor
12013,55,Male,13582,S,Brisbane,Single,Bicycle,Masters
12014,49,Male,15700,L,Sydney,Married,Train,Bachelor
12015,19,Female,87753,M,Perth,Married,Train,PhD
12016,48,Male,36841,L,Perth,Divorced,Car,Masters
12017,33,Male,36988,M,Brisbane,Single,Train,Bachelor
12018,51,Male,53737,S,Melbourne,Divorced,Car,Masters
12019,36,Female,25365,L,Melbourne,Divorced,Bus,Secondary
12020,53,Male,99696,M,Brisbane,Married,Bicycle,PhD
12021,53,Male,44891,M,Sydney,Single,Train,Masters
12022,49,Male,95412,S,Perth,Single,Car,Bachelor
12023,27,Male,24671,M,Perth,Divorced,Car,PhD
12024,49,Male,47995,M,Perth,Single,Car,Secondary
12025,22,Female,11625,M,Melbourne,Single,Train,PhD
12026,43,Female,81289,S,Sydney,Married,Car,PhD
12027,20,Male,16312,S,Melbourne,Divorced,Car,Secondary
12028,50,Female,43779,M,Brisbane,Divorced,Car,Bachelor
12029,26,Female,68107,M,Sydney,Divorced,Train,Masters
12030,40,Female,24310,M,Brisbane,Divorced,Car,Masters
12031,20,Female,58805,S,Brisbane,Married,Bus,Masters
12032,31,Female,33669,S,Perth,Divorced,Bus,Secondary
12033,43,Male,27120,S,Perth,Single,Car,Secondary
12034,21,Female,29144,M,Brisbane,Married,Bicycle,Masters
12035,54,Female,39023,S,Sydney,Single,Car,Secondary
12036,36,Male,64352,L,Melbourne,Married,Car,Bachelor
12037,35,Male,80504,S,Brisbane,Single,Car,Bachelor
12038,45,Female,41837,L,Perth,Married,Car,Bachelor
12039,36,Male,16574,L,Melbourne,Married,Bus,Bachelor
12040,38,Male,58535,M,Melbourne,Divorced,Train,Bachelor
12041,59,Male,49390,S,Sydney,Divorced,Car,Masters
12042,51,Male,73582,L,Sydney,Divorced,Train,Bachelor
12043,34,Male,53731,M,Sydney,Married,Train,Masters
12044,35,Male,57209,S,Sydney,Single,Car,PhD
12045,59,Male,22137,L,Sydney,Married,Train,Masters
12046,60,Female,65668,M,Melbourne,Divorced,Train,Secondary
12047,41,Male,38225,M,Brisbane,Divorced,Train,PhD
12048,40,Male,52680,M,Sydney,Married,Car,PhD
12049,26,Male,43787,L,Perth,Single,Car,Secondary
12050,55,Male,59572,S,Perth,Divorced,Car,Masters
12051,47,Male,46682,S,Brisbane,Married,Car,Bachelor
12052,32,Male,41300,S,Melbourne,Single,Train,Bachelor
12053,57,Female,68186,S,Brisbane,Single,Bus,Secondary
12054,35,Female,35328,L,Sydney,Divorced,Bus,Bachelor
12055,39,Male,51114,L,Brisbane,Divorced,Bicycle,Bachelor
12056,56,Male,91914,L,Perth,Single,Train,Secondary
12057,57,Male,95741,L,Perth,Divorced,Train,Masters
12058,43,Male,32371,M,Sydney,Divorced,Train,PhD
12059,58,Female,41598,L,Brisbane,Single,Car,Secondary
12060,20,Male,15661,M,Sydney,Divorced,Bicycle,Bachelor
12061,36,Male,52987,M,Brisbane,Divorced,Train,Bachelor
12062,19,Female,90922,M,Brisbane,Single,Car,Masters
12063,50,Male,35751,S,Melbourne,Married,Car,Bachelor
12064,43,Male,32387,M,Sydney,Single,Train,Masters
12065,23,Male,14655,S,Perth,Single,Bicycle,Secondary
12066,60,Male,60953,M,Perth,Married,Bus,Bachelor
12067,56,Male,83412,M,Melbourne,Single,Car,Masters
12068,51,Female,32898,L,Brisbane,Married,Bus,PhD
12069,47,Female,34872,L,Sydney,Divorced,Car,Bachelor
12070,28,Male,74236,M,Melbourne,Married,Bicycle,PhD
12071,41,Female,89829,S,Sydney,Single,Train,Bachelor
12072,37,Male,90159,S,Perth,Divorced,Bicycle,PhD
12073,33,Female,21181,M,Perth,Married,Bus,Masters
12074,30,Female,85838,M,Sydney,Married,Bus,Bachelor
12075,26,Female,66842,S,Perth,Single,Bicycle,Masters
12076,19,Male,36978,S,Brisbane,Divorced,Car,Bachelor
12077,20,Female,51464,M,Brisbane,Divorced,Car,Bachelor
12078,28,Female,17659,L,Melbourne,Single,Train,PhD
12079,50,Male,10434,L,Perth,Divorced,Car,Secondary
12080,55,Male,40318,L,Brisbane,Divorced,Bus,Bachelor
12081,19,Female,69205,L,Melbourne,Divorced,Train,PhD
12082,60,Female,52369,L,Brisbane,Single,Train,Bachelor
12083,29,Female,92291,M,Melbourne,Married,Train,PhD
12084,43,Female,52630,M,Melbourne,Married,Car,Masters
12085,59,Male,90464,M,Sydney,Married,Car,PhD
12086,38,Male,79115,M,Melbourne,Married,Car,Masters
12087,25,Male,28776,S,Melbourne,Married,Bicycle,Masters
12088,28,Female,13661,L,Brisbane,Married,Car,PhD
12089,59,Female,23376,L,Perth,Divorced,Car,Masters
12090,56,Female,22994,M,Perth,Divorced,Bus,Secondary
12091,58,Male,62522,S,Melbourne,Single,Train,Bachelor
12092,39,Female,55509,L,Sydney,Single,Bicycle,Secondary
12093,24,Female,99742,S,Melbourne,Single,Car,Masters
12094,31,Female,86716,M,Perth,Married,Car,PhD
12095,56,Male,42044,M,Perth,Divorced,Train,Masters
12096,29,Female,56587,S,Sydney,Married,Bicycle,Secondary
12097,22,Female,61563,M,Melbourne,Divorced,Bus,Secondary
12098,37,Male,89694,L,Brisbane,Divorced,Bicycle,Bachelor
12099,49,Female,12542,L,Brisbane,Single,Car,Masters
12100,58,Female,95247,M,Sydney,Divorced,Train,PhD
12101,51,Male,46083,S,Brisbane,Divorced,Car,Bachelor
12102,42,Female,96867,S,Perth,Divorced,Bus,Secondary
12103,51,Male,61914,L,Melbourne,Married,Train,Bachelor
12104,26,Female,89813,M,Brisbane,Married,Car,PhD
12105,40,Male,35689,L,Melbourne,Married,Bus,Bachelor
12106,38,Female,85371,S,Sydney,Divorced,Car,Secondary
12107,39,Female,12229,S,Brisbane,Divorced,Bus,Secondary
12108,45,Female,39183,L,Sydney,Single,Bus,Masters
12109,57,Female,44203,L,Melbourne,Married,Train,Bachelor
12110,31,Female,77876,M,Melbourne,Single,Bus,Bachelor
12111,44,Female,81622,M,Brisbane,Married,Bicycle,PhD
12112,53,Male,58023,M,Perth,Married,Bicycle,Masters
12113,50,Male,55643,S,Sydney,Single,Bicycle,Bachelor
12114,37,Male,47792,M,Melbourne,Divorced,Bus,Bachelor
12115,48,Female,22086,L,Brisbane,Divorced,Bus,Bachelor
12116,59,Female,40822,L,Perth,Divorced,Bicycle,Secondary
12117,48,Female,77444,S,Brisbane,Divorced,Bicycle,Masters
12118,35,Male,51338,S,Brisbane,Married,Bicycle,PhD
12119,27,Male,87940,S,Perth,Married,Bicycle,Bachelor
12120,52,Female,43670,S,Brisbane,Married,Bicycle,Masters
12121,59,Male,23908,S,Melbourne,Married,Bicycle,Masters
12122,57,Female,53222,M,Brisbane,Divorced,Train,Secondary
12123,31,Male,10301,S,Sydney,Single,Train,PhD
12124,57,Male,85689,L,Sydney,Single,Train,PhD
12125,25,Male,29558,M,Melbourne,Single,Car,PhD
12126,49,Male,80913,L,Brisbane,Married,Bicycle,Secondary
12127,27,Female,89792,L,Sydney,Single,Bus,PhD
12128,40,Female,73149,M,Perth,Single,Bicycle,Masters
12129,21,Male,19350,M,Perth,Divorced,Bus,PhD
12130,47,Male,62974,M,Melbourne,Single,Train,Bachelor
12131,60,Female,48757,S,Sydney,Divorced,Bus,Masters
12132,56,Male,12573,M,Perth,Single,Bicycle,PhD
12133,19,Female,11093,M,Sydney,Single,Bus,Bachelor
12134,51,Male,50451,L,Melbourne,Married,Bicycle,Masters
12135,31,Female,32381,L,Melbourne,Married,Car,Masters
12136,52,Male,61403,S,Melbourne,Divorced,Train,Secondary
12137,31,Male,72946,S,Brisbane,Single,Car,Secondary
12138,22,Male,54020,S,Perth,Single,Bicycle,Secondary
12139,18,Female,19066,L,Sydney,Divorced,Bicycle,PhD
12140,41,Male,71834,M,Sydney,Divorced,Car,Secondary
12141,47,Male,16713,M,Brisbane,Married,Car,PhD
12142,57,Female,77229,M,Brisbane,Divorced,Bus,Secondary
